"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"BANDHANBNK","EQ","27-Mar-2020","        215.60","        237.15","        269.50","        230.05","        251.95","        249.55","        248.98","   24788799","          6171874597.40","     384738","    8248921","         33.28"
"BANDHANBNK","EQ","30-Mar-2020","        249.55","        225.05","        248.90","        212.15","        213.00","        216.25","        234.23","   18918036","          4431088119.50","     245918","    9037076","         47.77"
"BANDHANBNK","EQ","31-Mar-2020","        216.25","        225.00","        229.00","        198.50","        203.30","        203.75","        206.32","   12604384","          2600520601.50","     232983","    3836167","         30.44"
"BANDHANBNK","EQ","01-Apr-2020","        203.75","        205.90","        207.70","        191.00","        195.00","        194.90","        197.58","    9322297","          1841853245.90","     145402","    2811379","         30.16"
"BANDHANBNK","EQ","03-Apr-2020","        194.90","        196.20","        197.05","        180.00","        182.20","        181.55","        184.71","    9147321","          1689625275.40","     144751","    3536608","         38.66"
"BANDHANBNK","EQ","07-Apr-2020","        181.55","        198.00","        199.25","        164.30","        170.15","        167.25","        175.14","   45525395","          7973285475.50","     422686","   17714322","         38.91"
"BANDHANBNK","EQ","08-Apr-2020","        167.25","        167.95","        209.05","        167.50","        195.25","        193.75","        190.05","   30692919","          5833285762.20","     332020","    6218849","         20.26"
"BANDHANBNK","EQ","09-Apr-2020","        193.75","        205.00","        205.00","        182.25","        192.60","        192.25","        192.45","   19531393","          3758755941.15","     247938","    3022009","         15.47"
"BANDHANBNK","EQ","13-Apr-2020","        192.25","        184.00","        195.80","        173.50","        194.40","        193.00","        183.71","   22145672","          4068431443.35","     245413","    3707396","         16.74"
"BANDHANBNK","EQ","15-Apr-2020","        193.00","        212.30","        212.30","        185.00","        187.35","        186.80","        196.60","   24176595","          4753064130.10","     258587","    6290705","         26.02"
"BANDHANBNK","EQ","16-Apr-2020","        186.80","        184.60","        204.75","        180.00","        199.80","        198.20","        195.94","   22001767","          4311028150.75","     260105","    5169561","         23.50"
"BANDHANBNK","EQ","17-Apr-2020","        198.20","        211.00","        226.65","        200.90","        220.00","        216.30","        208.18","   23292305","          4849099695.15","     228087","    5049886","         21.68"
"BANDHANBNK","EQ","20-Apr-2020","        216.30","        223.00","        229.70","        213.00","        215.50","        216.00","        219.70","   21748571","          4778154504.05","     233958","    3017377","         13.87"
"BANDHANBNK","EQ","21-Apr-2020","        216.00","        205.50","        207.40","        183.60","        195.15","        195.35","        197.99","   15122339","          2994139966.35","     176923","    3629989","         24.00"
"BANDHANBNK","EQ","22-Apr-2020","        195.35","        194.00","        200.70","        190.00","        199.70","        198.85","        196.64","   13940860","          2741337088.80","     141277","    1929313","         13.84"
"BANDHANBNK","EQ","23-Apr-2020","        198.85","        199.50","        208.00","        197.80","        200.25","        201.05","        202.96","   11788661","          2392591324.35","     131816","    2322034","         19.70"
"BANDHANBNK","EQ","24-Apr-2020","        201.05","        195.00","        202.90","        193.00","        199.00","        198.45","        198.79","    9301273","          1849018603.30","     108519","    3329291","         35.79"
"BANDHANBNK","EQ","27-Apr-2020","        198.45","        203.00","        210.50","        200.45","        209.00","        208.35","        206.24","   10393596","          2143591529.45","     107166","    2318170","         22.30"
"BANDHANBNK","EQ","28-Apr-2020","        208.35","        214.00","        224.50","        213.10","        224.00","        221.10","        218.12","   12897638","          2813262505.20","     144836","    3413890","         26.47"
"BANDHANBNK","EQ","29-Apr-2020","        221.10","        221.10","        237.90","        219.65","        234.30","        234.45","        232.29","   20055779","          4658747278.85","     198020","    3879431","         19.34"
"BANDHANBNK","EQ","30-Apr-2020","        234.45","        245.05","        266.45","        245.05","        263.70","        262.35","        258.79","   28033566","          7254678590.30","     260436","    7810213","         27.86"
"BANDHANBNK","EQ","04-May-2020","        262.35","        245.00","        245.00","        236.15","        240.65","        240.95","        240.04","   15031872","          3608287976.10","     168233","    6027450","         40.10"
"BANDHANBNK","EQ","05-May-2020","        240.95","        247.95","        253.00","        235.50","        236.80","        236.25","        242.77","   12060273","          2927856356.35","     168265","    2692792","         22.33"
"BANDHANBNK","EQ","06-May-2020","        236.25","        237.80","        253.50","        222.15","        251.75","        249.30","        238.23","   15816377","          3767974964.60","     259846","    2785516","         17.61"
"BANDHANBNK","EQ","07-May-2020","        249.30","        247.40","        263.90","        244.45","        253.45","        252.20","        255.72","   13823577","          3534963881.60","     164355","    1640838","         11.87"
"BANDHANBNK","EQ","08-May-2020","        252.20","        261.80","        262.85","        234.55","        241.50","        240.00","        249.74","   12440914","          3107021644.35","     135243","    2158687","         17.35"
"BANDHANBNK","EQ","11-May-2020","        240.00","        246.95","        250.85","        237.50","        238.80","        239.85","        243.32","    9656545","          2349659267.35","     112256","    1481284","         15.34"
"BANDHANBNK","EQ","12-May-2020","        239.85","        238.00","        238.65","        229.00","        235.90","        233.90","        232.97","   13232702","          3082866627.85","     158007","    1880212","         14.21"
