"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"SRTRANSFIN","EQ","03-Dec-2018","       1155.50","       1158.50","       1176.50","       1138.25","       1163.05","       1163.05","       1160.49","     919096","          1066600777.15","      29989","     186803","         20.32"
"SRTRANSFIN","EQ","04-Dec-2018","       1163.05","       1163.10","       1173.50","       1145.30","       1149.15","       1149.75","       1155.20","     899577","          1039190665.00","      30355","     205550","         22.85"
"SRTRANSFIN","EQ","05-Dec-2018","       1149.75","       1142.00","       1149.00","       1110.15","       1116.45","       1123.25","       1122.30","    1150683","          1291414524.20","      39582","     403608","         35.08"
"SRTRANSFIN","EQ","06-Dec-2018","       1123.25","       1105.10","       1123.90","       1094.20","       1105.00","       1105.05","       1109.82","     991771","          1100691673.45","      56485","     387233","         39.04"
"SRTRANSFIN","EQ","07-Dec-2018","       1105.05","       1113.00","       1116.55","       1081.10","       1087.65","       1093.90","       1095.66","     665488","           729147267.85","      23836","     157503","         23.67"
"SRTRANSFIN","EQ","10-Dec-2018","       1093.90","       1052.25","       1102.00","       1052.25","       1090.00","       1091.25","       1082.83","     750361","           812512797.05","      30252","     166437","         22.18"
"SRTRANSFIN","EQ","11-Dec-2018","       1091.25","       1070.10","       1164.85","       1067.85","       1142.40","       1144.55","       1130.37","    1201243","          1357849363.85","      51575","     224067","         18.65"
"SRTRANSFIN","EQ","12-Dec-2018","       1144.55","       1144.95","       1171.00","       1130.20","       1158.90","       1155.30","       1154.82","     853450","           985578513.65","      33604","     108036","         12.66"
"SRTRANSFIN","EQ","13-Dec-2018","       1155.30","       1163.90","       1223.75","       1159.50","       1173.80","       1172.00","       1196.45","    2165479","          2590887683.60","      79240","     537352","         24.81"
"SRTRANSFIN","EQ","14-Dec-2018","       1172.00","       1179.30","       1205.00","       1162.00","       1175.20","       1178.60","       1187.28","    2101001","          2494468561.20","      71050","     554153","         26.38"
"SRTRANSFIN","EQ","17-Dec-2018","       1178.60","       1180.00","       1204.00","       1168.00","       1201.00","       1196.25","       1186.78","     753807","           894601263.20","      29818","     146063","         19.38"
"SRTRANSFIN","EQ","18-Dec-2018","       1196.25","       1197.90","       1208.00","       1180.10","       1204.00","       1200.15","       1195.30","     727443","           869510567.35","      25345","     154959","         21.30"
"SRTRANSFIN","EQ","19-Dec-2018","       1200.15","       1210.95","       1285.00","       1206.10","       1279.40","       1275.05","       1253.98","    2646189","          3318275573.95","      66576","     776707","         29.35"
"SRTRANSFIN","EQ","20-Dec-2018","       1275.05","       1265.00","       1291.25","       1252.30","       1268.00","       1267.10","       1274.47","    1020893","          1301100762.05","      30339","     102403","         10.03"
"SRTRANSFIN","EQ","21-Dec-2018","       1267.10","       1268.10","       1273.15","       1192.50","       1200.30","       1200.50","       1213.38","    2379618","          2887384105.05","     110981","     751096","         31.56"
"SRTRANSFIN","EQ","24-Dec-2018","       1200.50","       1208.70","       1210.00","       1177.25","       1197.50","       1199.70","       1193.92","    1111579","          1327141895.45","      38330","     145441","         13.08"
"SRTRANSFIN","EQ","26-Dec-2018","       1199.70","       1199.00","       1229.00","       1178.70","       1222.95","       1220.05","       1203.85","    1167779","          1405831513.35","      40433","     103708","          8.88"
"SRTRANSFIN","EQ","27-Dec-2018","       1220.05","       1224.00","       1248.65","       1215.50","       1224.00","       1226.70","       1228.76","     826888","          1016046670.90","      26101","     113109","         13.68"
"SRTRANSFIN","EQ","28-Dec-2018","       1226.70","       1224.00","       1231.90","       1216.25","       1222.75","       1224.45","       1224.61","     531808","           651258262.85","      19865","     115947","         21.80"
"SRTRANSFIN","EQ","31-Dec-2018","       1224.45","       1230.40","       1258.00","       1230.40","       1238.00","       1239.95","       1247.25","    1141657","          1423932196.75","      32958","     155797","         13.65"
"SRTRANSFIN","EQ","01-Jan-2019","       1239.95","       1244.95","       1246.75","       1219.20","       1232.00","       1229.75","       1230.60","     545844","           671716295.00","      13992","      28305","          5.19"
"SRTRANSFIN","EQ","02-Jan-2019","       1229.75","       1230.10","       1252.00","       1176.55","       1191.35","       1195.40","       1214.63","    1588301","          1929202666.25","      48307","     198533","         12.50"
"SRTRANSFIN","EQ","03-Jan-2019","       1195.40","       1195.00","       1206.00","       1141.25","       1144.10","       1152.90","       1173.78","    1545225","          1813753953.00","      43584","     464015","         30.03"
"SRTRANSFIN","EQ","04-Jan-2019","       1152.90","       1150.00","       1171.95","       1133.00","       1161.00","       1162.65","       1155.42","    1661620","          1919872444.75","      48651","     391605","         23.57"
"SRTRANSFIN","EQ","07-Jan-2019","       1162.65","       1173.60","       1188.00","       1158.85","       1177.00","       1176.30","       1173.17","     900132","          1056007590.25","      34648","     158568","         17.62"
"SRTRANSFIN","EQ","08-Jan-2019","       1176.30","       1177.00","       1196.80","       1165.80","       1192.80","       1192.75","       1182.94","     760825","           900010161.70","      21829","     119790","         15.74"
"SRTRANSFIN","EQ","09-Jan-2019","       1192.75","       1192.75","       1217.00","       1188.55","       1215.10","       1209.95","       1199.16","     834425","          1000611419.30","      26763","     190999","         22.89"
"SRTRANSFIN","EQ","10-Jan-2019","       1209.95","       1208.00","       1220.85","       1180.00","       1184.05","       1186.35","       1197.41","     876768","          1049854163.95","      30903","     150808","         17.20"
"SRTRANSFIN","EQ","11-Jan-2019","       1186.35","       1197.70","       1197.70","       1171.10","       1187.50","       1189.70","       1183.50","     673078","           796584945.40","      20985","      66782","          9.92"
"SRTRANSFIN","EQ","14-Jan-2019","       1189.70","       1190.80","       1191.05","       1144.75","       1169.10","       1169.05","       1173.89","     553691","           649970662.05","      20206","     172308","         31.12"
"SRTRANSFIN","EQ","15-Jan-2019","       1169.05","       1171.00","       1192.50","       1165.45","       1183.35","       1188.20","       1180.54","     777787","           918210401.70","      25400","     328389","         42.22"
"SRTRANSFIN","EQ","16-Jan-2019","       1188.20","       1190.00","       1199.70","       1175.00","       1185.55","       1188.20","       1184.95","    1185014","          1404184467.60","      27602","     669579","         56.50"
"SRTRANSFIN","EQ","17-Jan-2019","       1188.20","       1188.00","       1207.60","       1143.00","       1150.00","       1149.50","       1172.79","    2060773","          2416856289.50","      60590","     881203","         42.76"
"SRTRANSFIN","EQ","18-Jan-2019","       1149.50","       1159.00","       1167.40","       1131.35","       1135.00","       1135.80","       1144.76","    1077840","          1233867478.45","      48899","     448325","         41.59"
"SRTRANSFIN","EQ","21-Jan-2019","       1135.80","       1139.00","       1140.75","       1106.90","       1110.50","       1114.70","       1117.66","    1088957","          1217088487.75","      39203","     280971","         25.80"
"SRTRANSFIN","EQ","22-Jan-2019","       1114.70","       1111.00","       1122.60","       1089.10","       1094.00","       1096.15","       1102.00","    1461298","          1610351913.20","      45503","     471841","         32.29"
"SRTRANSFIN","EQ","23-Jan-2019","       1096.15","       1096.00","       1107.00","       1080.05","       1089.25","       1088.05","       1096.65","    1240765","          1360690576.45","      37250","     505348","         40.73"
"SRTRANSFIN","EQ","24-Jan-2019","       1088.05","       1098.80","       1121.00","       1086.10","       1115.60","       1114.55","       1107.26","     816136","           903670949.85","      34163","     209803","         25.71"
"SRTRANSFIN","EQ","25-Jan-2019","       1114.55","       1120.00","       1133.15","       1109.00","       1123.05","       1120.15","       1120.77","    1191243","          1335104248.10","      41100","     516712","         43.38"
"SRTRANSFIN","EQ","28-Jan-2019","       1120.15","       1124.00","       1124.00","       1043.15","       1055.00","       1055.70","       1066.63","    2398246","          2558031165.25","      75823","     759472","         31.67"
"SRTRANSFIN","EQ","29-Jan-2019","       1055.70","       1055.00","       1055.95","        995.00","       1025.00","       1026.60","       1021.05","    3752941","          3831924013.95","     137277","    1969197","         52.47"
"SRTRANSFIN","EQ","30-Jan-2019","       1026.60","       1025.00","       1036.60","       1002.60","       1012.85","       1014.70","       1015.54","    1722444","          1749212359.70","      62019","     942358","         54.71"
"SRTRANSFIN","EQ","31-Jan-2019","       1014.70","       1016.00","       1024.95","        991.35","       1017.35","       1015.35","       1011.61","    2021427","          2044889238.35","      68481","     976078","         48.29"
"SRTRANSFIN","EQ","01-Feb-2019","       1015.35","       1016.00","       1059.00","       1010.00","       1052.00","       1047.10","       1036.90","    2001341","          2075191068.15","      71336","     819618","         40.95"
"SRTRANSFIN","EQ","04-Feb-2019","       1047.10","       1040.00","       1044.00","       1010.00","       1018.80","       1024.75","       1029.90","     775225","           798404215.00","      31447","     208995","         26.96"
"SRTRANSFIN","EQ","05-Feb-2019","       1024.75","       1020.00","       1073.95","       1018.15","       1073.95","       1068.10","       1056.74","    1113882","          1177080641.30","      35656","     304862","         27.37"
"SRTRANSFIN","EQ","06-Feb-2019","       1068.10","       1075.00","       1077.85","       1050.55","       1068.10","       1068.10","       1066.50","    1129650","          1204771781.05","      35186","     383546","         33.95"
"SRTRANSFIN","EQ","07-Feb-2019","       1068.10","       1068.00","       1110.00","       1068.00","       1098.70","       1100.85","       1093.14","    1530056","          1672558004.70","      56105","     286161","         18.70"
"SRTRANSFIN","EQ","08-Feb-2019","       1100.85","       1095.00","       1095.00","       1063.60","       1067.00","       1071.60","       1073.36","     655043","           703096598.10","      34254","     113227","         17.29"
"SRTRANSFIN","EQ","11-Feb-2019","       1071.60","       1087.00","       1087.00","       1050.10","       1061.00","       1056.25","       1058.63","     455117","           481802590.30","      15235","     102751","         22.58"
"SRTRANSFIN","EQ","12-Feb-2019","       1056.25","       1059.00","       1070.00","       1033.50","       1039.95","       1042.65","       1047.09","    1178920","          1234440476.65","      55002","     215004","         18.24"
"SRTRANSFIN","EQ","13-Feb-2019","       1042.65","       1045.00","       1065.00","       1040.00","       1041.00","       1042.70","       1049.37","     855379","           897609781.30","      46646","     265591","         31.05"
"SRTRANSFIN","EQ","14-Feb-2019","       1042.70","       1042.00","       1055.50","       1034.00","       1049.60","       1046.90","       1046.49","    1047473","          1096170205.65","      63465","     483751","         46.18"
"SRTRANSFIN","EQ","15-Feb-2019","       1046.90","       1041.00","       1045.25","        997.00","       1001.50","       1002.00","       1014.25","    1242259","          1259958444.35","      44067","     369577","         29.75"
"SRTRANSFIN","EQ","18-Feb-2019","       1002.00","       1005.20","       1014.95","        994.80","       1003.40","       1002.90","       1003.01","     976065","           979000329.40","      37727","     264946","         27.14"
"SRTRANSFIN","EQ","19-Feb-2019","       1002.90","       1004.00","       1023.20","        996.25","       1006.00","       1000.95","       1010.60","     971434","           981733366.00","      35474","     195689","         20.14"
"SRTRANSFIN","EQ","20-Feb-2019","       1000.95","       1010.00","       1059.55","       1008.05","       1055.00","       1051.00","       1039.86","    1936192","          2013363876.00","     104970","     680901","         35.17"
"SRTRANSFIN","EQ","21-Feb-2019","       1051.00","       1055.40","       1068.00","       1049.30","       1057.00","       1055.50","       1059.49","     782103","           828629677.85","      29366","     174652","         22.33"
"SRTRANSFIN","EQ","22-Feb-2019","       1055.50","       1058.00","       1079.90","       1051.50","       1077.00","       1073.80","       1068.52","     538523","           575420662.50","      16959","     128520","         23.87"
"SRTRANSFIN","EQ","25-Feb-2019","       1073.80","       1085.90","       1106.40","       1073.80","       1099.40","       1099.30","       1095.02","    1029089","          1126871934.30","      52520","     322985","         31.39"
"SRTRANSFIN","EQ","26-Feb-2019","       1099.30","       1090.00","       1141.55","       1080.30","       1129.10","       1129.70","       1112.19","    1472771","          1638003641.90","      50692","     436438","         29.63"
"SRTRANSFIN","EQ","27-Feb-2019","       1129.70","       1130.00","       1154.15","       1122.90","       1126.80","       1128.95","       1136.78","    1273281","          1447434105.00","      44645","     504066","         39.59"
"SRTRANSFIN","EQ","28-Feb-2019","       1128.95","       1126.80","       1148.60","       1125.00","       1142.00","       1142.25","       1138.76","     806627","           918551266.80","      38906","     408489","         50.64"
"SRTRANSFIN","EQ","01-Mar-2019","       1142.25","       1144.40","       1165.00","       1144.40","       1160.00","       1159.90","       1159.29","     835837","           968977177.15","      36351","     442729","         52.97"
"SRTRANSFIN","EQ","05-Mar-2019","       1159.90","       1165.00","       1237.70","       1164.05","       1226.50","       1228.80","       1201.32","    1960352","          2355005030.80","      66983","    1047630","         53.44"
"SRTRANSFIN","EQ","06-Mar-2019","       1228.80","       1229.00","       1266.75","       1226.20","       1232.00","       1240.45","       1244.42","    1128999","          1404951441.60","      44404","     445506","         39.46"
"SRTRANSFIN","EQ","07-Mar-2019","       1240.45","       1244.75","       1248.15","       1220.00","       1228.00","       1229.10","       1229.58","     432730","           532075756.60","      18511","     108900","         25.17"
"SRTRANSFIN","EQ","08-Mar-2019","       1229.10","       1219.10","       1227.95","       1206.15","       1220.00","       1220.40","       1215.58","     677422","           823462722.60","      27120","     224029","         33.07"
"SRTRANSFIN","EQ","11-Mar-2019","       1220.40","       1229.60","       1269.90","       1218.55","       1256.25","       1259.45","       1251.40","     828571","          1036877580.05","      35382","     300084","         36.22"
"SRTRANSFIN","EQ","12-Mar-2019","       1259.45","       1270.00","       1285.00","       1261.20","       1272.50","       1272.45","       1273.60","     953598","          1214503452.95","      63279","     408932","         42.88"
"SRTRANSFIN","EQ","13-Mar-2019","       1272.45","       1280.00","       1297.00","       1266.05","       1282.00","       1280.30","       1284.09","     981853","          1260789052.10","      45249","     439064","         44.72"
"SRTRANSFIN","EQ","14-Mar-2019","       1280.30","       1293.50","       1293.50","       1235.15","       1240.00","       1246.80","       1255.13","     983356","          1234240986.65","      42770","     318441","         32.38"
"SRTRANSFIN","EQ","15-Mar-2019","       1246.80","       1248.05","       1272.50","       1245.20","       1272.10","       1267.10","       1261.60","    1032597","          1302721373.95","      40540","     489886","         47.44"
"SRTRANSFIN","EQ","18-Mar-2019","       1267.10","       1279.80","       1285.00","       1230.00","       1238.05","       1237.95","       1254.37","    1297494","          1627536464.60","      38944","     495330","         38.18"
"SRTRANSFIN","EQ","19-Mar-2019","       1237.95","       1240.00","       1247.90","       1217.75","       1224.00","       1220.90","       1225.59","     872238","          1069004316.65","      34024","     274599","         31.48"
"SRTRANSFIN","EQ","20-Mar-2019","       1220.90","       1225.00","       1225.45","       1194.80","       1206.35","       1206.75","       1206.16","    1299737","          1567689165.00","      53143","     594987","         45.78"
"SRTRANSFIN","EQ","22-Mar-2019","       1206.75","       1212.70","       1230.00","       1190.00","       1197.95","       1198.55","       1204.68","    1153225","          1389272782.85","      44820","     538753","         46.72"
"SRTRANSFIN","EQ","25-Mar-2019","       1198.55","       1191.30","       1209.95","       1181.20","       1202.35","       1199.70","       1199.90","    1143801","          1372445448.65","      39754","     564419","         49.35"
"SRTRANSFIN","EQ","26-Mar-2019","       1199.70","       1211.00","       1214.00","       1190.50","       1212.95","       1204.10","       1201.25","     642825","           772193914.90","      18915","     229769","         35.74"
"SRTRANSFIN","EQ","27-Mar-2019","       1204.10","       1208.50","       1263.35","       1197.00","       1251.85","       1245.70","       1231.19","    2958028","          3641886047.40","      76930","    1185634","         40.08"
"SRTRANSFIN","EQ","28-Mar-2019","       1245.70","       1254.00","       1294.00","       1254.00","       1280.20","       1278.25","       1279.59","    2036322","          2605666240.60","      68067","     660208","         32.42"
"SRTRANSFIN","EQ","29-Mar-2019","       1278.25","       1286.20","       1289.40","       1253.00","       1274.95","       1277.40","       1272.48","    1216519","          1548001530.35","      53203","     547713","         45.02"
"SRTRANSFIN","EQ","01-Apr-2019","       1277.40","       1280.00","       1290.00","       1227.00","       1232.90","       1236.05","       1250.24","     823295","          1029313574.55","      62094","     286134","         34.75"
"SRTRANSFIN","EQ","02-Apr-2019","       1236.05","       1238.00","       1252.20","       1180.45","       1200.10","       1198.20","       1217.62","    1357107","          1652446421.55","      58183","     525012","         38.69"
"SRTRANSFIN","EQ","03-Apr-2019","       1198.20","       1200.00","       1226.00","       1193.45","       1201.00","       1198.45","       1210.49","    1723766","          2086597330.35","      66775","     690029","         40.03"
"SRTRANSFIN","EQ","04-Apr-2019","       1198.45","       1210.00","       1219.90","       1195.65","       1205.10","       1208.00","       1208.19","     721456","           871653966.30","      37948","     206202","         28.58"
"SRTRANSFIN","EQ","05-Apr-2019","       1208.00","       1215.00","       1245.70","       1209.10","       1228.00","       1223.70","       1230.64","     995077","          1224586006.35","      37455","     271459","         27.28"
"SRTRANSFIN","EQ","08-Apr-2019","       1223.70","       1230.00","       1249.00","       1207.45","       1249.00","       1241.75","       1226.44","     793701","           973427470.75","      31348","     272485","         34.33"
"SRTRANSFIN","EQ","09-Apr-2019","       1241.75","       1247.50","       1257.70","       1217.60","       1220.95","       1222.95","       1232.83","    1033760","          1274455169.65","      37914","     297985","         28.83"
"SRTRANSFIN","EQ","10-Apr-2019","       1222.95","       1222.50","       1237.40","       1184.25","       1196.00","       1196.90","       1214.13","    1606319","          1950283874.15","      53401","     697078","         43.40"
"SRTRANSFIN","EQ","11-Apr-2019","       1196.90","       1198.00","       1224.00","       1197.70","       1217.00","       1209.75","       1210.57","    1338563","          1620429297.75","      46214","     400149","         29.89"
"SRTRANSFIN","EQ","12-Apr-2019","       1209.75","       1214.10","       1227.55","       1213.05","       1225.00","       1225.05","       1221.33","     646199","           789220429.95","      23066","     205094","         31.74"
"SRTRANSFIN","EQ","15-Apr-2019","       1225.05","       1232.35","       1237.90","       1216.05","       1221.00","       1220.95","       1227.78","     465361","           571361119.90","      21833","     126171","         27.11"
"SRTRANSFIN","EQ","16-Apr-2019","       1220.95","       1216.50","       1247.00","       1203.40","       1228.20","       1229.60","       1233.92","     852909","          1052419338.60","      33134","     234441","         27.49"
"SRTRANSFIN","EQ","18-Apr-2019","       1229.60","       1237.00","       1242.00","       1202.65","       1213.20","       1215.65","       1218.07","     657666","           801084286.55","      25027","     245876","         37.39"
"SRTRANSFIN","EQ","22-Apr-2019","       1215.65","       1213.50","       1215.40","       1163.95","       1165.05","       1168.45","       1184.15","     659285","           780693368.90","      27050","     145308","         22.04"
"SRTRANSFIN","EQ","23-Apr-2019","       1168.45","       1171.40","       1177.65","       1151.95","       1169.00","       1165.95","       1163.72","    1799090","          2093642582.90","      45225","     680056","         37.80"
"SRTRANSFIN","EQ","24-Apr-2019","       1165.95","       1167.00","       1185.00","       1149.60","       1183.75","       1179.00","       1165.61","     728916","           849635227.50","      34080","     209305","         28.71"
"SRTRANSFIN","EQ","25-Apr-2019","       1179.00","       1184.95","       1194.00","       1146.00","       1156.00","       1153.10","       1169.78","     731324","           855486506.55","      33163","     196817","         26.91"
"SRTRANSFIN","EQ","26-Apr-2019","       1153.10","       1157.00","       1169.00","       1121.55","       1134.00","       1135.50","       1137.50","     732790","           833548831.65","      29674","     201570","         27.51"
"SRTRANSFIN","EQ","30-Apr-2019","       1135.50","       1134.00","       1138.95","       1086.00","       1109.90","       1110.95","       1104.17","    1278397","          1411571120.70","      51025","     492587","         38.53"
"SRTRANSFIN","EQ","02-May-2019","       1110.95","       1094.00","       1109.90","       1088.35","       1091.20","       1092.80","       1099.57","     638073","           701603786.45","      24936","     180950","         28.36"
"SRTRANSFIN","EQ","03-May-2019","       1092.80","       1096.50","       1099.00","       1068.55","       1079.70","       1079.65","       1080.35","    1006437","          1087301221.20","      33684","     429957","         42.72"
"SRTRANSFIN","EQ","06-May-2019","       1079.65","       1065.00","       1072.40","       1050.00","       1061.30","       1058.85","       1061.14","     844401","           896024556.55","      30393","     280306","         33.20"
"SRTRANSFIN","EQ","07-May-2019","       1058.85","       1065.00","       1073.75","       1015.35","       1028.00","       1023.00","       1050.11","    1011355","          1062032911.80","      49982","     334994","         33.12"
"SRTRANSFIN","EQ","08-May-2019","       1023.00","       1017.00","       1052.05","       1012.45","       1025.05","       1027.25","       1037.01","    1629244","          1689542394.85","      76626","     468557","         28.76"
"SRTRANSFIN","EQ","09-May-2019","       1027.25","       1008.00","       1043.00","        991.00","       1032.50","       1033.05","       1018.52","    3085519","          3142675366.35","      80253","     462981","         15.00"
"SRTRANSFIN","EQ","10-May-2019","       1033.05","       1025.00","       1049.90","       1012.20","       1014.00","       1018.95","       1033.04","    1266794","          1308650029.30","      42334","     237755","         18.77"
"SRTRANSFIN","EQ","13-May-2019","       1018.95","       1018.80","       1030.10","        980.30","        991.80","        987.55","       1000.13","     849741","           849848575.50","      29451","     135743","         15.97"
"SRTRANSFIN","EQ","14-May-2019","        987.55","       1003.90","       1038.75","        991.80","       1027.00","       1018.45","       1011.73","    1271919","          1286842725.25","      38245","     269102","         21.16"
"SRTRANSFIN","EQ","15-May-2019","       1018.45","       1027.00","       1039.75","       1014.70","       1017.00","       1020.00","       1024.47","     913909","           936272135.10","      34428","     260555","         28.51"
"SRTRANSFIN","EQ","16-May-2019","       1020.00","       1025.00","       1027.00","        997.10","       1005.50","       1002.40","       1005.98","     523806","           526939146.60","      22611","      97214","         18.56"
"SRTRANSFIN","EQ","17-May-2019","       1002.40","       1001.00","       1045.00","        999.10","       1034.00","       1032.80","       1030.50","     901172","           928662107.20","      37385","     193049","         21.42"
"SRTRANSFIN","EQ","20-May-2019","       1032.80","       1071.00","       1122.00","       1071.00","       1097.00","       1097.45","       1100.50","    1073658","          1181565290.55","      40320","     332831","         31.00"
"SRTRANSFIN","EQ","21-May-2019","       1097.45","       1105.80","       1142.90","       1081.20","       1082.00","       1086.05","       1113.03","    1222072","          1360200106.00","      32853","     293776","         24.04"
"SRTRANSFIN","EQ","22-May-2019","       1086.05","       1085.00","       1085.00","       1047.50","       1067.00","       1064.80","       1058.08","    1245979","          1318348033.65","      46104","     409800","         32.89"
"SRTRANSFIN","EQ","23-May-2019","       1064.80","       1083.50","       1126.40","       1047.05","       1062.00","       1063.90","       1082.19","    1914450","          2071807475.15","      79092","     734663","         38.37"
"SRTRANSFIN","EQ","24-May-2019","       1063.90","       1068.00","       1111.80","       1039.00","       1111.80","       1107.60","       1072.38","    2019393","          2165557889.15","      73061","     727463","         36.02"
"SRTRANSFIN","EQ","27-May-2019","       1107.60","       1112.50","       1148.95","       1105.20","       1134.00","       1138.25","       1131.61","    1215016","          1374924575.20","      43162","     293454","         24.15"
"SRTRANSFIN","EQ","28-May-2019","       1138.25","       1141.00","       1159.60","       1123.10","       1133.25","       1135.85","       1141.01","    1400883","          1598427355.00","      60862","     591237","         42.20"
"SRTRANSFIN","EQ","29-May-2019","       1135.85","       1127.00","       1136.80","       1105.10","       1112.00","       1109.45","       1122.94","     704044","           790598884.45","      24682","     196181","         27.86"
"SRTRANSFIN","EQ","30-May-2019","       1109.45","       1115.05","       1132.00","       1106.85","       1129.00","       1127.75","       1119.36","     685509","           767333144.55","      21604","     152692","         22.27"
"SRTRANSFIN","EQ","31-May-2019","       1127.75","       1136.80","       1217.95","       1135.00","       1165.00","       1164.30","       1183.29","    3924356","          4643655591.65","     106331","    1175049","         29.94"
"SRTRANSFIN","EQ","03-Jun-2019","       1164.30","       1174.70","       1191.80","       1160.60","       1170.70","       1169.55","       1179.39","    1906513","          2248524763.15","      98555","     794609","         41.68"
"SRTRANSFIN","EQ","04-Jun-2019","       1169.55","       1175.00","       1187.00","       1162.00","       1165.90","       1165.40","       1172.52","    1033967","          1212349554.65","      54204","     313726","         30.34"
"SRTRANSFIN","EQ","06-Jun-2019","       1165.40","       1165.90","       1167.00","       1058.05","       1073.95","       1065.50","       1102.39","    2304331","          2540274351.50","     107991","     858831","         37.27"
"SRTRANSFIN","EQ","07-Jun-2019","       1065.50","       1074.00","       1107.00","       1062.30","       1096.75","       1092.60","       1084.89","    1987245","          2155949585.10","      71430","     382406","         19.24"
"SRTRANSFIN","EQ","10-Jun-2019","       1092.60","       1094.00","       1114.50","       1049.10","       1076.00","       1076.05","       1076.01","    1354550","          1457505256.45","      50757","     306648","         22.64"
"SRTRANSFIN","EQ","11-Jun-2019","       1076.05","       1080.00","       1116.00","       1069.00","       1112.00","       1109.80","       1094.99","    1349634","          1477841619.15","      42475","     335905","         24.89"
"SRTRANSFIN","EQ","12-Jun-2019","       1109.80","       1113.00","       1113.00","       1058.20","       1069.30","       1068.20","       1075.55","    1406515","          1512772055.50","      55251","     332694","         23.65"
"SRTRANSFIN","EQ","13-Jun-2019","       1068.20","       1061.00","       1095.35","       1037.00","       1082.80","       1083.85","       1069.25","    1864074","          1993155872.60","      55977","     355892","         19.09"
"SRTRANSFIN","EQ","14-Jun-2019","       1083.85","       1080.00","       1106.25","       1065.25","       1077.55","       1084.95","       1090.91","    1530117","          1669216444.85","      53119","     416266","         27.20"
"SRTRANSFIN","EQ","17-Jun-2019","       1084.95","       1024.00","       1055.00","       1000.00","       1014.00","       1017.95","       1008.57","   32119273","         32394547224.45","     180673","   22674029","         69.53"
"SRTRANSFIN","EQ","18-Jun-2019","       1017.95","       1022.10","       1067.60","       1022.10","       1054.95","       1050.95","       1050.91","    5694676","          5984593441.55","     136717","    2313256","         39.65"
"SRTRANSFIN","EQ","19-Jun-2019","       1050.95","       1055.75","       1075.45","       1041.05","       1060.05","       1062.75","       1059.03","    3073742","          3255193337.25","      91176","    1019220","         33.16"
"SRTRANSFIN","EQ","20-Jun-2019","       1062.75","       1063.00","       1108.80","       1046.95","       1099.00","       1094.60","       1079.59","    1839946","          1986390565.20","      53848","     497246","         27.03"
"SRTRANSFIN","EQ","21-Jun-2019","       1094.60","       1101.20","       1109.50","       1088.55","       1097.00","       1098.40","       1098.45","    2451896","          2693295160.65","      62101","    1346458","         54.91"
"SRTRANSFIN","EQ","24-Jun-2019","       1098.40","       1107.20","       1118.90","       1080.80","       1118.50","       1114.20","       1107.29","    3237919","          3585321152.05","      55230","    1648121","         50.90"
"SRTRANSFIN","EQ","25-Jun-2019","       1114.20","       1108.50","       1121.95","       1101.30","       1117.00","       1118.95","       1115.87","    2457561","          2742324736.85","      53816","    1425803","         58.02"
"SRTRANSFIN","EQ","26-Jun-2019","       1118.95","       1123.00","       1126.95","       1087.00","       1099.60","       1099.60","       1110.90","    1977733","          2197056352.15","      46275","     897195","         45.36"
"SRTRANSFIN","EQ","27-Jun-2019","       1099.60","       1106.50","       1106.50","       1086.10","       1100.00","       1098.65","       1097.38","    1198405","          1315109628.35","      27187","     465890","         38.88"
"SRTRANSFIN","EQ","28-Jun-2019","       1098.65","       1103.00","       1103.00","       1074.55","       1080.00","       1080.45","       1083.10","    1831146","          1983307473.25","      31747","     956436","         52.23"
"SRTRANSFIN","EQ","01-Jul-2019","       1080.45","       1084.00","       1094.70","       1050.00","       1057.65","       1054.65","       1062.60","    1443356","          1533711444.50","      33947","     458834","         31.79"
"SRTRANSFIN","EQ","02-Jul-2019","       1054.65","       1057.65","       1077.90","       1057.65","       1065.35","       1067.75","       1068.18","    1751344","          1870743376.65","      42588","     868478","         49.59"
"SRTRANSFIN","EQ","03-Jul-2019","       1067.75","       1074.85","       1087.90","       1067.05","       1085.00","       1085.00","       1081.99","     910555","           985215438.60","      25398","     325790","         35.78"
"SRTRANSFIN","EQ","04-Jul-2019","       1085.00","       1084.90","       1090.50","       1058.10","       1062.25","       1062.85","       1074.16","     991299","          1064815220.75","      28959","     321906","         32.47"
"SRTRANSFIN","EQ","05-Jul-2019","       1062.85","       1062.00","       1098.00","       1062.00","       1078.90","       1077.50","       1086.48","    2073688","          2253017026.05","      64841","     938811","         45.27"
"SRTRANSFIN","EQ","08-Jul-2019","       1077.50","       1071.00","       1076.40","       1020.00","       1035.00","       1032.55","       1037.82","    1131123","          1173907096.40","      41566","     233555","         20.65"
"SRTRANSFIN","EQ","09-Jul-2019","       1032.55","       1030.00","       1059.00","       1030.00","       1053.80","       1052.40","       1047.56","    1448397","          1517278046.15","      46879","     531019","         36.66"
"SRTRANSFIN","EQ","10-Jul-2019","       1052.40","       1058.00","       1067.35","       1025.10","       1033.00","       1034.20","       1040.94","    1345451","          1400531081.90","      46094","     528302","         39.27"
"SRTRANSFIN","EQ","11-Jul-2019","       1034.20","       1048.90","       1057.00","       1034.20","       1044.25","       1043.55","       1045.29","    1402296","          1465811051.80","      22003","     772484","         55.09"
